CE﻿新马,#genre#
Astro 小太阳,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033711
Astro IQIYI,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033710
Astro AOD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033702
Astro AOD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033712
中天亚洲,http://quality-restream.com:8080/linuxapp2021/M3jc66jD9UCnpK9v/264515
中天亚洲,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033747
TVB E-NEWS,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033748
TVB XING HE HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033749
TVBS ASIA HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033750
CELESTIAL,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033708
CCM,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033751
AOD 352 HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033753
AOD 355 HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033756
KBS World HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033757
ONE HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033758
Oh!K HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033759
KPLUS HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033810
tvN HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033760
tvN Movies,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033764
HITS MOVIES HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033761
HBO Hits,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033762
AXN HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033788
CINEMAX HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033763
Paramount Network,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033819
Paramount Network,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033823
BBC Earth HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033814
BBC Lifestyle,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033815
DISCOVERY HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033775
DISCOVERY ASIA,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033776
Discovery Science,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033777
HISTORY HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033778
ANIMAL PLANET HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033779
CARTOON NTWK HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033785
FOOD NTWK HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033792
AFN HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033793
WARNER TV,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033794
ASTRO ARENA HD,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033802
Astro Supersport 1,https://m3u-editor.com/serve/2c5dcac0-f540-11ec-b5d0-f9670af6778f/587849332
Astro Supersport 1,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033704
Astro Supersport 1,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033726
Astro Supersport 1,http://quality-restream.com:8080/linuxapp2021/M3jc66jD9UCnpK9v/146068
Astro Supersport 2,https://m3u-editor.com/serve/2c5dcac0-f540-11ec-b5d0-f9670af6778f/587849333
Astro Supersport 2,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033705
Astro Supersport 2,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033726
Astro Supersport 2,http://quality-restream.com:8080/linuxapp2021/M3jc66jD9UCnpK9v/157556
Astro Supersport 3,https://m3u-editor.com/serve/2c5dcac0-f540-11ec-b5d0-f9670af6778f/587849334
Astro Supersport 3,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033706
Astro Supersport 3,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033724
Astro Supersport 3,http://quality-restream.com:8080/linuxapp2021/M3jc66jD9UCnpK9v/157557
Astro Supersport 4,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033707
Astro Supersport 4,https://m3u-editor.com/serve/2c5dcac0-f540-11ec-b5d0-f9670af6778f/587849335
Astro Supersport 4,https://m3u-editor.com/serve/71666560-f5c1-11ec-9c18-037b08dfb16d/588033723
Astro Supersport 4,http://quality-restream.com:8080/linuxapp2021/M3jc66jD9UCnpK9v/157558
新加坡,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8
新加坡5,http://50.7.220.74:8278/Channel5/playlist.m3u8?tid=m19816889fe94&ct=18336&tsum=31ccb230ac02543bd68094ed3aeb0344
新加坡CNA,http://50.7.220.74:8278/cna/playlist.m3u8?tid=m75c258e8db6c&ct=18336&tsum=72391487028dc68a70d050b29c3654ee
新加坡lU,http://50.7.220.74:8278/ChannelU/playlist.m3u8?tid=m014a6e987db6&ct=18336&tsum=fa5cb77a8be6edc061828d231e5769f9
新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8


台湾,#genre#
民视,http://50.7.220.74:8278/ftvhd_taiwan/playlist.m3u8?tid=15141291&ct=17990&tsum=ab93fcdf581cc3f483e1ceede13312ce
民视,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv002&nid=3
中视,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv040&nid=4
台视,http://50.7.220.74:8278/ttv_taiwan/playlist.m3u8?tid=mdea1ba75c9e516139101&ct=17874&tsum=95f1742d36f959fe6e241587a4f8e970
台视,http://60.251.59.180:8501/http/61.221.81.94:8088/hls/72/814/ch46.m3u8
华视,http://50.7.220.74:8278/ctshd_twn/playlist.m3u8?tid=m760743cf1f5e&ct=18335&tsum=9b0d2efb292253075aa4ec25cc439b81
华视,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv041&nid=6
公视,http://50.7.220.74:8278/ctv_taiwan/playlist.m3u8?tid=13765524&ct=17990&tsum=03eb77c1c186944b97737f14e95076c0
TVBS,http://50.7.220.74:8278/tvbs/playlist.m3u8?tid=m0f93590c7a75&ct=18335&tsum=d55d4e5f3a3d424454dbc8d70e3bb1b6
TVBS新闻,http://50.7.220.74:8278/tvbs_n/playlist.m3u8?tid=m4a218f9aa395&ct=18335&tsum=363605ee081cb965cc0385c3f855a7e3
TVBS新闻,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live072&nid=129
TVBS新闻,http://for40255.sytes.net:8099/tv/iptv/live.php?id=55tvbs
华视新闻,https://ssttvv1.6zxr.xyz/tvbs56/index.m3u8
华视新闻,http://59.125.98.83:8538/playlist.m3u8
中视新闻,http://50.7.220.74:8278/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd
中视新闻,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv074&nid=33
民视新闻,http://50.7.220.74:8278/ftvnew_taiwan/playlist.m3u8?tid=md953ce86cdad16241449&ct=17874&tsum=949d4aace793a001dd41392b210ba406
民视新闻,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=litv-ftv13&nid=31
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
台视新闻,http://for40255.sytes.net:8099/tv/iptv/live.php?id=tsxw
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台视综合,http://50.7.220.74:8278/lunghuamovie_twn/playlist.m3u8?tid=mdb73470557ff10965185&ct=17874&tsum=d0a4494eb289910a11f4d305a804136a
年代新闻,http://50.7.220.74:8278/niandainews_twn/playlist.m3u8?tid=m062d2322888417909285&ct=17874&tsum=da6e0908f8df0e85b37f9d93167b9fcd
非凡新闻,http://50.7.220.74:8278/feifannews_twn/playlist.m3u8?tid=m050e7aad65f614336734&ct=17874&tsum=4ea1b829d195ac69a6c2ca51b21ae378
寰宇新闻,https://ssttvv1.6zxr.xyz/fhwszw/index.m3u8
中天综合,http://50.7.220.74:8278/ctizhonghe/playlist.m3u8?tid=m85005aeec85b14021104&ct=17874&tsum=69f19f4b12ab
中天亚洲,http://50.7.220.74:8278/ctiasia_twn/playlist.m3u8?tid=m02000000000018570617&ct=17982&tsum=41a23593234363b088028585850ccf48
中视经典,http://50.7.220.74:8278/zhongshi_twn/playlist.m3u8?tid=14379667&ct=17988&tsum=de63d02f44741580b5070077d1949841
东森新闻,http://50.7.220.74:8278/ettvnews/playlist.m3u8?tid=m208c21bf386611408694&ct=17874&tsum=d1b4de373c886cd8015974fa8c5d6d12
东森新闻,http://61.222.202.191/gt/gttv.php?id=13635&cid=13787
东森综合,http://50.7.220.74:8278/ettvzhonghe/playlist.m3u8?tid=m65c4e525f24617101171&ct=17874&tsum=663db593cfeefc92ce4b5d7461988f3f
三立综合,http://50.7.220.74:8278/sanlizhonghe/playlist.m3u8?tid=m3362167a08a014596868&ct=17874&tsum=4472a7c943b67bf52fe5e836ca9f3b6b
三立台湾,http://50.7.220.74:8278/sanlitaiwan/playlist.m3u8?tid=m92ccadc4dc3718157816&ct=17874&tsum=3570a8198ca0fb7ebb803807e38b33fb
半岛新闻,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=litv-ftv10&nid=85
中天新闻,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv009&nid=30
东森新闻,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live114&nid=234
镜新闻,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv075&nid=268
华视新闻,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv052&nid=34
TVBS新闻,http://for40255.sytes.net:8099/tv/iptv/live.php?id=55tvbs
东森新闻,http://for40255.sytes.net:8099/tv/iptv/live.php?id=dsxw
东森新闻,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live114&nid=234
民视新闻,http://for40255.sytes.net:8099/tv/iptv/live.php?id=msxw
中天新闻,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv009&nid=30
中天新闻,http://for40255.sytes.net:8099/tv/iptv/live.php?id=ztxw
三立新闻,http://for40255.sytes.net:8099/tv/iptv/live.php?id=slxw
鏡新闻,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv075&nid=268
寰宇新闻,http://for40255.sytes.net:8099/tv/iptv/live.php?id=hyxw
三立綜合,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live207&nid=169
三立iNEWS,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live089&nid=229#http://for40255.sytes.net:8099/tv/iptv/live.php?id=slxwinews
三立LIVE,http://for40255.sytes.net:8099/tv/iptv/live.php?id=slxw
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
东森美洲,http://38.64.72.148:80/hls/modn/list/2026/chunklist0.m3u8
TVBS HD,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
民视,http://seb.sason.top/ptv/ftv.php?id=ms
东森新闻,http://seb.sason.top/sc/dsxw_fhd.m3u8
台视新闻,http://seb.sason.top/sc/tsxw_fhd.m3u8
中天新闻,http://seb.sason.top/sc/ztxw_fhd.m3u8
三立新闻,http://seb.sason.top/sc/slinews_fhd.m3u8
三立LIVE,http://seb.sason.top/sc/sllive_fhd.m3u8
三立iNEWS,http://seb.sason.top/sc/slinews_fhd.m3u8
民视第一台,http://seb.sason.top/ptv/ftv.php?id=dy
民视台湾台,http://seb.sason.top/ptv/ftv.php?id=tw
民视综艺台,http://seb.sason.top/ptv/ftv.php?id=zy
民视影剧,http://seb.sason.top/ptv/ftv.php?id=yj
民视旅游,http://seb.sason.top/ptv/ftv.php?id=ly
一新闻台,http://stream.nexttv.com.tw/n001/hd/live.m3u8#http://stream.nexttv.com.tw/n001/playlist.m3u8#http://stream.nexttv.com.tw/n001/hd/live.m3u8
民视台灣,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv001&nid=2
民视影劇,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=litv-ftv09&nid=24
民视新闻,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=litv-ftv13&nid=31
民视旅遊,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=litv-ftv07&nid=61
民视第一,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv003&nid=1
民视綜藝,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv004&nid=16
半島國際新聞,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=litv-ftv10&nid=85
阿里郎頻道,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv079&nid=189
东风卫视,http://59.125.101.187:12773/http/192.168.77.24:8081/hls/64/806/ch13.m3u8
NHK,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8?zshijd
亚洲新聞台,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
CNN,https://cnn-cnninternational-1-gb.samsung.wurl.com/manifest/playlist_1280x720_3000k.m3u8
CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
TVBS新闻台,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
TVBS新闻台,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVBSG,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
好消息电视台1,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
好消息电视台2,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
民视,http://59.125.101.187:8804/http/61.221.81.94:8088/hls/73/815/ch49.m3u8
中视,http://59.125.101.187:8802/http/61.221.81.94:8088/hls/72/814/ch47.m3u8
台视,http://59.125.101.187:8802/http/192.168.77.24:8081/hls/72/814/ch46.m3u8?
华视,http://59.125.101.187:8803/http/192.168.77.24:8081/hls/72/814/ch46.m3u8?
公视,http://59.125.101.187:12705/http/192.168.77.24:8081/hls/73/815/ch50.m3u8
华视新闻,http://59.125.101.187:8804/http/192.168.77.24:8081/hls/75/817/ch58.m3u8
中视新闻http://59.125.101.187:8802/http/192.168.77.24:8081/hls/78/80/ch63max.m3u8?
民视新闻,http://59.125.101.187:8810/http/192.168.77.24:8081/hls/73/815/ch51.m3u8?
非凡新闻,http://59.125.101.187:12706/http/192.168.77.24:8081/hls/75/817/ch57.m3u8
寰宇新闻,http://59.125.101.187:12709/http/192.168.77.24:8081/hls/76/818/ch62.m3u8
寰宇新闻,http://59.125.101.187:12709/http/192.168.77.24:8066/hls/210/10016/cstv16.m3u8
壹新闻,http://59.125.101.187:8848/http/116.50.42.19:8081/hls/66/808/ch24.m3u8
中天新闻,http://59.125.101.187:8810/http/192.168.77.24:8081/hls/62/804/ch03.m3u8?
中天综合,http://59.125.101.187:12733/http/192.168.77.24:8081/hls/67/809/ch25.m3u8
东森新闻,http://59.125.101.187:8804/http/192.168.77.24:8081/hls/63/805/ch10.m3u8?
东森综合,http://59.125.101.187:12771/http/192.168.77.24:8081/hls/63/805/ch12.m3u8
三立新闻,http://59.125.101.187:8834/http/60.251.39.91:8081/hls/65/807/ch18.m3u8
三立台湾,http://59.125.101.187:8821/http/60.251.39.91:8081/hls/65/807/ch20.m3u8
三立都會,http://59.125.101.187:8822/http/60.251.39.91:8081/hls/65/807/ch19.m3u8
年代MUCH,http://59.125.101.187:8830/http/60.251.39.91:8081/hls/72/814/ch45.m3u8
年代新闻,http://59.125.101.187:8817/http/60.251.39.91:8081/hls/67/809/ch27.m3u8

香港,#genre#
凤凰卫视,http://50.7.220.74:8278/phoenixtv_hd/playlist.m3u8?tid=m02000000000012301168&ct=18001&tsum=d0f3fc4a36a32e3f2c3d895bb932d170
凤凰卫视,http://117.169.120.138:8080/live/fhchinese/.m3u8
凤凰卫视,http://50.7.220.74:8278/phoenixtv_hd/playlist.m3u8?tid=m18f421b0e58b&ct=18336&tsum=8e0cca627477cbd534c9cef5e2c17c1c
凤凰卫视,http://117.169.120.138:8080/live/fhchinese/index.m3u8
凤凰香港,http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://183.207.249.34/ott.js.chinamobile.com/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://50.7.220.74:8278/hkphoenix_twn/playlist.m3u8?tid=m5bd7047b492a&ct=18336&tsum=2c3b7b7f9cee713c07f561b51a9e2768
凤凰香港,http://58.247.68.5:61985/hlsok/b18b32b6/index.m3u8
凤凰香港,http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8?nsukey=z%2BBfKGEFyh4Fp0aB8zX65Hk%2FyuGRu%2Fcr4cTxr%2Bmmk%2BoDb%2F0zWYZbCxCPjv1Rv3gbKAFnEGidkItbbNfxHvbIQE3YCs8%2B6yymajONrpRyKCPjCYyxRhJg5hMneBwbsvWsOzUhH18%2By1JBzCS0%2Fq2vam7rkPILohuX3UVdt4Gey9FetDXUW5Ck5N4QX2N3QhKrr9Kh%2FuYotUicOdfnQ675Fg%3D%
凤凰香港,http://198.204.239.194:27347/livehlsplay?channel_id=30016
凤凰香港,http://183.207.249.35/PLTV/3/224/3221226975/2020215104547.m3u8
凤凰香港,http://183.207.249.35:80/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8?nsukey=z%2BBfKGEFyh4Fp0aB8zX65Hk%2FyuGRu%2Fcr4cTxr%2Bmmk%2BoDb%2F0zWYZbCxCPjv1Rv3gbKAFnEGidkItbbNfxHvbIQE3YCs8%2B6yymajONrpRyKCPjCYyxRhJg5hMneBwbsvWsOzUhH18%2By1JBzCS0%2Fq2vam7rkPILohuX3UVdt4Gey9FetDXUW5Ck5N4QX2N3QhKrr9Kh%2FuYotUicOdfnQ675Fg%3D%3D
凤凰香港,http://183.207.249.35/ott.js.chinamobile.com/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8
凤凰直播,http://198.204.239.194:27347/livehlsplay?channel_id=30014
凤凰中文,http://183.207.248.170/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
凤凰中文,http://111.59.189.40:8445/tsfile/live/1020_1.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,http://183.207.249.35/PLTV/3/224/3221226922/index.m3u8
凤凰中文,http://112.102.214.193:65530/live/fhzw/index.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://125.210.152.21:9120/live/FHZW.m3u8
凤凰中文,http://198.204.239.194:27347/livehlsplay?channel_id=30015
凤凰中文,http://183.207.248.169/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
凤凰中文,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰中文,http://anren.live/HK/AQtR.m3u8
凤凰中文,http://yuniptvunql.chinayungu.cn:65530/live/fhzw/index.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://183.207.249.34/PLTV/3/224/3221226922/index.m3u8
凤凰中文,http://anren.live/HK/AQtU.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/test1_4000.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
凤凰资讯,http://50.7.220.74:8278/phoenixinfo_hd/playlist.m3u8?tid=m7f4a830029be&ct=18336&tsum=74f57bddc0725f74838380086dce3e44
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8
凤凰资讯,http://117.169.120.138:8080/live/fhzixun/index.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,P2p://ns2.hellotvvod.com:9906/c94bbe8b3f9044eaa6ef8a2aaba873d4
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://111.59.189.40:8445/tsfile/live/1021_1.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,http://hk.crtv.store:80/h9LfGk6jVB/WXcrtv2020/18
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/test2_4000.m3u8
凤凰资讯,http://www.fdkj.net:9901/tsfile/live/1017_1.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://117.169.120.138:8080/live/fhzixun/.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
凤凰资讯,http://183.207.249.34/PLTV/3/224/3221226923/index.m3u8
凤凰资讯,mitv://ns2.hellotvvod.com:9906/95dafddc933e4286a722754851d50f7e.ts
凤凰资讯,http://anren.live/HK/AQtQ.m3u8
无线新闻,http://111.229.84.232/yulin/tvb.php?id=1
无线新闻,http://hls.dszbdq.cn/d/wxtv2.php?id=1
无线新闻,https://bcovlive-a.akamaihd.net/38974baa695d47bbb231665ca52b8b3c/us-west-2/5324042807001/playlist.m3u8
无线新闻,http://198.204.239.194:27347/livehlsplay?channel_id=30024
明珠,http://198.204.239.194:27347/livehlsplay?channel_id=30026
CCTV5,http://quality-restream.com:8080/linuxapp2021/M3jc66jD9UCnpK9v/286858
